Order_ID,Order_Date,Region,Product_Category,Marketing_Spend,Website_Visits,Orders,Revenue,Return_Rate,Delivery_Days,Customer_Rating,Payment_Mode,Discount_Percent,Shipping_Cost,Customer_Segment,Repeat_Customer
ORD12606,10-04-2025,West,Clothing,6631,15581,210,501900,12,4,3.1,Credit Card,30,140,Regular,No
ORD12607,05-06-2025,South,Watches,5438,15723,310,681380,10.4,6,3.6,Credit Card,11,104,Budget,No
ORD12608,11-03-2025,South,Bags,6168,14395,298,708644,13.6,6,4.1,COD,7,206,Regular,No
ORD12609,24-01-2025,North,Clothing,5683,14635,201,664707,3.1,4,4.8,Credit Card,28,168,Budget,Yes
ORD12610,10-06-2025,West,Electronics,8948,16613,406,1269968,11,7,3.5,Credit Card,16,244,Premium,No
ORD12611,31-05-2025,West,Electronics,8794,8523,398,1389816,14,6,3.4,UPI,28,86,Regular,No
ORD12612,06-01-2025,South,Electronics,7915,15602,392,1205792,10.7,6,3.4,Credit Card,19,249,Premium,No
ORD12613,27-02-2025,North,Electronics,5401,7024,381,1261872,7.7,3,4.8,Credit Card,12,193,Budget,Yes
ORD12614,30-06-2025,North,Shoes,3037,8802,331,790428,3.6,1,4.9,COD,32,184,Regular,Yes
ORD12615,23-01-2025,South,Watches,8564,14197,237,430155,10.5,5,2.8,Debit Card,20,89,Budget,No
ORD12616,10-03-2025,West,Shoes,8311,14569,335,814720,12.6,4,3.5,UPI,11,81,Budget,No
ORD12617,08-05-2025,East,Electronics,3810,14554,411,1076820,6.7,1,4.3,Debit Card,17,212,Premium,Yes
ORD12618,01-02-2025,South,Shoes,5281,17955,184,512072,12,5,3.8,Credit Card,28,189,Regular,No
ORD12619,07-04-2025,East,Shoes,2723,13898,393,1015119,6.7,2,4.1,COD,11,138,Premium,No
ORD12620,28-03-2025,East,Clothing,2965,13862,273,564018,2.3,1,4.5,UPI,14,119,Regular,Yes
ORD12621,08-01-2025,West,Watches,6610,9187,138,275586,19.8,7,4.1,Credit Card,31,133,Budget,No
ORD12622,24-05-2025,West,Shoes,7082,7304,200,631600,10,5,3.5,COD,33,101,Regular,No
ORD12623,10-02-2025,North,Watches,3225,19910,302,949488,7.1,1,4.8,Net Banking,32,196,Regular,Yes
ORD12624,28-02-2025,North,Bags,3308,9743,286,615758,1.9,4,4.7,COD,8,186,Regular,Yes
ORD12625,12-06-2025,South,Clothing,6219,18081,309,645501,10.2,4,3.3,Credit Card,24,124,Budget,No
ORD12626,11-03-2025,West,Electronics,6201,12633,386,1105504,14.9,8,3.8,Credit Card,34,163,Budget,No
ORD12627,22-03-2025,East,Clothing,4314,12794,350,1137850,4.8,1,4.5,COD,32,120,Premium,Yes
ORD12628,19-04-2025,East,Watches,3908,8175,362,1002740,3,3,4.1,COD,18,133,Regular,No
ORD12629,16-06-2025,West,Shoes,6538,18573,220,656700,14.9,7,3.6,Net Banking,7,179,Budget,No
ORD12630,04-03-2025,South,Bags,7443,10625,241,476698,10.8,6,3.4,Debit Card,17,171,Premium,No
ORD12631,14-03-2025,West,Watches,5659,13292,132,310332,12.5,5,3.2,UPI,24,244,Budget,No
ORD12632,27-02-2025,South,Watches,8823,9167,217,576135,11.5,7,4,UPI,28,159,Premium,No
ORD12633,25-01-2025,West,Watches,8302,12618,208,374608,10.3,6,3.9,Credit Card,5,189,Regular,No
ORD12634,30-04-2025,North,Clothing,2659,17508,329,962654,7.3,1,4.4,COD,23,227,Budget,Yes
ORD12635,21-03-2025,East,Bags,3815,13727,196,539196,3.5,3,4.2,UPI,10,113,Premium,Yes
ORD12636,05-04-2025,West,Bags,6890,18704,226,438214,12,8,3.5,Credit Card,34,114,Regular,No
ORD12637,16-04-2025,South,Watches,5725,17300,203,477659,11.8,6,3.7,UPI,30,203,Regular,No
ORD12638,25-03-2025,North,Watches,4358,12510,308,982828,5,1,4.5,COD,34,167,Budget,Yes
ORD12639,31-03-2025,East,Clothing,3994,11410,283,769760,4.3,2,4.2,Credit Card,17,211,Budget,Yes
ORD12640,16-03-2025,South,Shoes,6114,9594,284,847740,12.4,8,3.1,COD,26,144,Premium,No
ORD12641,23-04-2025,South,Shoes,5280,19828,323,892772,13.1,5,3.2,Net Banking,16,250,Budget,No
ORD12642,26-02-2025,South,Electronics,5756,13773,205,678550,7.8,7,3.8,Net Banking,14,129,Premium,No
ORD12643,30-04-2025,North,Electronics,3874,15559,411,895569,6,3,4.8,COD,19,192,Budget,Yes
ORD12644,01-01-2025,West,Shoes,6137,11417,218,527996,7.6,5,3.6,Debit Card,18,133,Regular,No
ORD12645,17-03-2025,West,Shoes,8290,16255,395,1013965,13.6,6,2.8,UPI,33,225,Premium,No
ORD12646,23-04-2025,West,Clothing,8381,13561,248,663648,12.6,6,3.4,Debit Card,15,180,Premium,No
ORD12647,01-01-2025,South,Clothing,8582,19683,363,792429,13,7,2.5,Net Banking,8,233,Premium,No
ORD12648,18-02-2025,East,Watches,4204,19977,398,792418,3.8,4,4.3,UPI,30,193,Regular,Yes
ORD12649,24-05-2025,East,Bags,5180,10477,390,1207830,4.5,2,4.8,Net Banking,14,228,Premium,Yes
ORD12650,31-01-2025,West,Bags,5882,12010,207,558693,10.3,4,3.7,Net Banking,30,154,Premium,No
ORD12651,26-03-2025,West,Shoes,5699,11735,210,490770,10.4,5,4.4,COD,30,243,Premium,Yes
ORD12652,14-03-2025,South,Electronics,6393,7563,275,845900,10.9,5,3.9,Debit Card,13,168,Budget,No
ORD12653,25-01-2025,West,Watches,6316,7617,149,273862,14.6,8,3.7,Net Banking,6,128,Premium,No
ORD12654,10-02-2025,South,Shoes,5832,19690,258,602172,11.4,4,3.5,Debit Card,35,200,Premium,No
ORD12655,05-02-2025,North,Bags,5264,18958,254,661416,5.6,1,4.2,Net Banking,19,146,Premium,Yes
ORD12656,07-06-2025,South,Bags,6295,15343,314,920020,11.9,6,3.7,Debit Card,12,112,Budget,No
ORD12657,16-01-2025,East,Shoes,4814,13557,376,1183648,6.2,2,4.9,COD,34,84,Premium,Yes
ORD12658,21-02-2025,North,Watches,4577,11562,339,957336,5.2,1,4.3,COD,13,232,Regular,Yes
ORD12659,15-01-2025,North,Clothing,4284,14481,310,933410,4.8,4,4.8,UPI,13,114,Budget,Yes
ORD12660,03-06-2025,East,Electronics,5824,10302,215,443115,4.4,4,4.5,Credit Card,34,181,Premium,Yes
ORD12661,23-01-2025,South,Bags,6487,18169,288,932256,13.7,8,3.4,Credit Card,21,104,Premium,No
ORD12662,27-05-2025,South,Bags,7925,15590,371,950131,13.3,4,3.7,UPI,24,244,Regular,No
ORD12663,13-03-2025,North,Clothing,3335,15785,401,822852,4.3,2,4.5,Net Banking,34,157,Premium,Yes
ORD12664,08-02-2025,East,Bags,4254,15798,329,715904,4.5,1,4.2,Net Banking,8,197,Premium,Yes
ORD12665,29-01-2025,West,Clothing,6950,12137,329,1056090,12.9,5,3.8,Debit Card,18,144,Budget,No
ORD12666,06-06-2025,East,Electronics,5934,17048,378,982800,7.7,3,4,Debit Card,13,100,Regular,No
ORD12667,05-03-2025,West,Bags,5068,16841,230,500940,11.8,6,3.3,UPI,30,139,Budget,No
ORD12668,10-04-2025,West,Clothing,5113,7194,412,1022996,15.3,4,3.7,UPI,14,241,Premium,No
ORD12669,25-04-2025,South,Bags,7117,12541,362,746082,10.4,5,3.3,Debit Card,20,153,Regular,No
ORD12670,26-06-2025,East,Electronics,3863,9466,338,904826,5.3,3,4.2,Credit Card,7,231,Premium,Yes
ORD12671,14-04-2025,North,Clothing,4830,17477,233,575743,5.3,4,4.7,Debit Card,34,154,Premium,Yes
ORD12672,10-04-2025,South,Watches,5449,15275,208,668512,11.3,6,4.3,Net Banking,22,89,Premium,Yes
ORD12673,27-04-2025,North,Electronics,3432,10091,312,687024,2.3,1,4.6,Debit Card,17,215,Regular,Yes
ORD12674,28-04-2025,South,Clothing,6623,17490,399,807177,13,8,2.7,UPI,6,219,Regular,No
ORD12675,16-06-2025,North,Bags,4150,12843,264,578160,3.3,1,4.7,Credit Card,35,247,Premium,Yes
ORD12676,05-05-2025,East,Shoes,3816,12453,208,725712,5.9,2,4.5,COD,30,224,Budget,Yes
ORD12677,02-02-2025,South,Clothing,8115,15922,356,761840,10.4,6,3.5,UPI,31,86,Premium,No
ORD12678,08-03-2025,North,Clothing,4798,18318,302,771912,8,4,4.5,COD,7,150,Budget,Yes
ORD12679,09-01-2025,North,Watches,5764,17723,201,537675,4.3,2,4.7,Credit Card,8,97,Budget,Yes
ORD12680,08-05-2025,West,Electronics,8858,16397,383,951372,12.5,7,4,Credit Card,25,205,Premium,No
ORD12681,17-04-2025,North,Electronics,5721,12617,238,754698,5.5,3,4.5,Credit Card,27,227,Premium,Yes
ORD12682,08-02-2025,North,Electronics,2763,18926,278,748654,3,2,4.6,Net Banking,11,175,Premium,Yes
ORD12683,06-03-2025,North,Shoes,4079,12816,254,764794,4.5,1,4.6,Credit Card,17,105,Premium,Yes
ORD12684,02-02-2025,East,Clothing,3651,11654,187,597465,3.6,2,4.5,Debit Card,16,183,Regular,Yes
ORD12685,12-01-2025,North,Shoes,3987,7634,313,775301,5.3,4,4.6,COD,5,127,Premium,Yes
ORD12686,30-06-2025,North,Bags,3201,18815,183,488427,5.4,3,4.5,Credit Card,22,103,Premium,Yes
ORD12687,26-03-2025,West,Clothing,8348,16945,311,639727,13.8,5,3.7,UPI,16,219,Premium,No
ORD12688,26-06-2025,West,Clothing,7254,18029,255,630615,15.4,8,3,UPI,10,206,Budget,No
ORD12689,28-05-2025,East,Bags,3865,17827,299,762450,4.4,3,4.5,Debit Card,27,146,Regular,Yes
ORD12690,18-02-2025,West,Electronics,7368,19329,318,674160,11.9,7,4,COD,10,93,Budget,No
ORD12691,28-03-2025,East,Watches,3585,12550,205,423120,5.3,2,5,Debit Card,35,214,Budget,Yes
ORD12692,11-05-2025,West,Watches,8440,7292,204,455532,14.1,7,4,COD,27,85,Budget,No
ORD12693,31-01-2025,West,Clothing,8033,16709,247,492765,13.4,6,3.5,COD,9,144,Budget,No
ORD12694,26-02-2025,South,Watches,7169,13944,253,852104,14.4,6,4.2,Net Banking,11,81,Regular,Yes
ORD12695,10-02-2025,East,Bags,5608,9708,205,621970,6.3,4,4.7,UPI,9,123,Premium,Yes
ORD12696,08-02-2025,South,Electronics,7352,9846,357,1132404,14.1,6,4,UPI,22,240,Budget,No
ORD12697,27-05-2025,West,Watches,5533,18135,129,321339,11.1,6,4.1,Net Banking,32,114,Budget,No
ORD12698,03-05-2025,East,Watches,5162,18750,387,986076,6.2,1,4.3,Debit Card,32,203,Regular,Yes
ORD12699,01-01-2025,South,Shoes,8810,14688,186,336660,8,8,3.9,Net Banking,26,218,Budget,No
ORD12700,14-06-2025,North,Clothing,3623,8932,327,938163,2.6,3,4.4,UPI,16,176,Regular,Yes
ORD12701,21-02-2025,East,Shoes,5384,11193,328,930208,5.1,1,4.1,UPI,21,183,Budget,No
ORD12702,12-01-2025,East,Clothing,4455,15831,214,389694,4.3,2,4.3,Debit Card,19,150,Budget,Yes
ORD12703,25-06-2025,South,Electronics,7764,14273,236,426924,12.5,8,3.4,Net Banking,17,142,Regular,No
ORD12704,20-01-2025,North,Clothing,2688,19404,265,712585,3.6,3,4.7,UPI,13,121,Premium,Yes
ORD12705,04-05-2025,North,Watches,4633,7024,278,539876,5.4,1,4.4,Debit Card,32,151,Budget,Yes
ORD12706,12-06-2025,North,Shoes,5913,18634,415,1023805,6.1,2,4.4,UPI,13,236,Budget,Yes
ORD12707,21-01-2025,North,Shoes,5820,14037,200,534600,6.8,1,4.5,Net Banking,31,164,Budget,Yes
ORD12708,12-04-2025,North,Clothing,4135,10453,296,887408,8.7,3,4.2,COD,13,140,Regular,Yes
ORD12709,02-06-2025,West,Watches,6144,8731,130,224900,18.8,5,3.4,Net Banking,16,136,Premium,No
ORD12710,24-05-2025,North,Bags,4600,19391,292,590424,7.5,1,4.8,Debit Card,13,214,Regular,Yes
ORD12711,10-04-2025,East,Electronics,5189,7773,223,447338,3.9,1,4.7,Debit Card,24,202,Regular,Yes
ORD12712,07-06-2025,West,Watches,6707,7617,170,330310,12.5,6,2.4,UPI,23,187,Premium,No
ORD12713,29-04-2025,South,Electronics,7677,7447,375,675000,12.5,7,4,COD,8,161,Premium,No
ORD12714,31-03-2025,South,Watches,5146,11315,182,372554,9.6,7,3.2,Debit Card,11,243,Budget,No
ORD12715,08-01-2025,West,Bags,7962,14233,273,824460,11,5,3.1,COD,10,160,Budget,No
ORD12716,21-05-2025,South,Shoes,8669,8118,307,804647,15.1,4,3.5,COD,22,198,Premium,No
ORD12717,09-03-2025,East,Watches,5274,10203,276,645012,4.1,4,4.6,UPI,30,246,Premium,Yes
ORD12718,29-04-2025,West,Watches,7732,10549,157,292962,13.4,6,3.8,Net Banking,21,147,Regular,No
ORD12719,16-04-2025,South,Bags,5468,7302,399,751716,9,5,4.2,Debit Card,8,148,Regular,Yes
ORD12720,13-02-2025,East,Shoes,4673,8914,356,755432,3,4,4.7,COD,6,128,Regular,Yes
ORD12721,03-02-2025,East,Shoes,2895,18798,259,661745,6,3,4.4,UPI,6,101,Regular,Yes
ORD12722,04-06-2025,East,Watches,3115,12310,289,942718,4.7,3,4.6,COD,19,100,Premium,Yes
ORD12723,28-04-2025,West,Clothing,6437,18118,335,1098800,8.9,5,3.6,Credit Card,9,82,Premium,No
ORD12724,28-06-2025,West,Shoes,5303,10493,371,883722,13.1,7,3,Net Banking,18,147,Budget,No
ORD12725,12-02-2025,West,Clothing,7659,9077,340,683740,13.7,7,4.3,UPI,33,133,Regular,Yes
ORD12726,06-03-2025,West,Shoes,6566,15968,238,752318,14,7,3.7,UPI,5,104,Premium,No
ORD12727,14-04-2025,North,Bags,2969,9963,297,736857,6.4,1,4.5,Net Banking,27,218,Regular,Yes
ORD12728,04-06-2025,South,Watches,5862,9501,237,587760,12.2,4,3.8,Credit Card,10,237,Premium,No
ORD12729,26-05-2025,South,Clothing,7788,16646,282,985308,12.7,6,3,COD,26,200,Budget,No
ORD12730,03-02-2025,East,Bags,4874,17389,185,561845,6.2,2,4.6,Net Banking,5,198,Budget,Yes
ORD12731,13-01-2025,East,Clothing,3146,17239,196,599368,5.5,3,4.5,Credit Card,22,131,Premium,Yes
ORD12732,09-03-2025,West,Electronics,7457,19892,234,555750,15.1,8,3.4,COD,26,205,Premium,No
ORD12733,06-04-2025,South,Clothing,6059,19354,361,1006468,10.9,6,3.4,COD,11,101,Regular,No
ORD12734,11-04-2025,West,Electronics,8317,18079,355,686570,8.7,6,3.6,UPI,29,86,Budget,No
ORD12735,12-03-2025,East,Shoes,4898,8579,380,1117580,2.6,1,4.2,Debit Card,28,218,Budget,Yes
ORD12736,27-05-2025,South,Clothing,5099,15598,349,731155,12.8,4,4.3,Debit Card,29,97,Regular,Yes
ORD12737,18-06-2025,North,Bags,3608,15565,418,886160,3.5,1,4.3,UPI,9,165,Regular,Yes
ORD12738,27-03-2025,North,Bags,5123,7526,305,834480,2.6,4,5,Debit Card,30,230,Regular,Yes
ORD12739,23-04-2025,East,Bags,5832,14455,200,549000,7,1,4.5,Debit Card,7,249,Regular,Yes
ORD12740,15-06-2025,East,Shoes,4874,19861,416,1443520,3.5,2,4.3,UPI,19,117,Regular,Yes
ORD12741,30-04-2025,West,Bags,8068,11122,329,1028783,13.7,4,3.1,Debit Card,33,189,Premium,No
ORD12742,10-02-2025,East,Clothing,2705,9852,248,574120,3.6,4,4.3,UPI,33,226,Premium,Yes
ORD12743,16-06-2025,East,Bags,4917,10596,185,474340,4,1,4,COD,11,248,Budget,No
ORD12744,22-06-2025,North,Bags,3796,14407,191,539002,5.9,2,4.7,Debit Card,34,213,Regular,Yes
ORD12745,03-02-2025,North,Watches,3121,8364,296,548488,4.1,4,4.5,Net Banking,12,143,Premium,Yes
ORD12746,17-02-2025,South,Watches,5650,18060,186,385950,9,7,3.3,UPI,13,87,Premium,No
ORD12747,16-05-2025,North,Electronics,4868,18232,229,588759,5.2,3,4.6,Credit Card,31,83,Premium,Yes
ORD12748,18-02-2025,South,Shoes,7265,12101,363,1000428,12.6,6,3.6,Debit Card,25,126,Regular,No
ORD12749,04-01-2025,West,Clothing,8699,17229,233,613256,13.2,8,3.9,COD,24,148,Premium,No
ORD12750,22-01-2025,North,Watches,4711,17576,312,1018992,4.5,2,3.9,Debit Card,22,111,Regular,No
ORD12751,22-05-2025,West,Bags,8949,15583,196,450408,11.9,4,3.7,Net Banking,31,200,Regular,No
ORD12752,17-01-2025,North,Shoes,4505,17310,373,755698,4.7,1,4.3,Debit Card,18,197,Budget,Yes
ORD12753,18-04-2025,West,Shoes,6889,14624,380,791160,14.7,5,4.3,Credit Card,14,202,Premium,Yes
ORD12754,06-05-2025,West,Bags,5528,18099,416,843648,11.2,4,3.6,Credit Card,25,226,Regular,No
ORD12755,22-02-2025,West,Bags,6271,14658,220,577500,13.9,6,3.8,Credit Card,27,247,Budget,No
ORD12756,24-03-2025,East,Clothing,4173,9481,309,687216,3.4,1,4.6,Net Banking,19,152,Regular,Yes
ORD12757,31-01-2025,West,Electronics,7265,19317,393,1224981,12.3,8,3.6,UPI,25,207,Budget,No
ORD12758,06-06-2025,West,Electronics,5407,11936,307,1005118,12.3,4,3.2,UPI,28,225,Premium,No
ORD12759,01-03-2025,North,Shoes,5571,8814,289,559215,5.8,4,4.7,COD,12,106,Regular,Yes
ORD12760,08-04-2025,East,Shoes,4158,13349,381,869823,3,4,4.9,UPI,22,235,Premium,Yes
ORD12761,21-01-2025,North,Shoes,5371,8925,253,858176,4.3,2,4.6,UPI,6,136,Regular,Yes
ORD12762,24-06-2025,South,Shoes,8615,11414,278,700282,14,7,3.9,Debit Card,26,211,Budget,No
ORD12763,15-04-2025,West,Bags,7127,18456,270,801630,11.3,7,3.1,COD,17,202,Budget,No
ORD12764,18-06-2025,East,Bags,3335,17896,183,619455,4.9,4,4.2,COD,32,234,Budget,Yes
ORD12765,12-02-2025,South,Clothing,5283,17449,255,628830,14.6,5,3.6,Credit Card,22,122,Budget,No
ORD12766,31-03-2025,North,Electronics,2752,15828,246,753498,6.6,1,4.6,Debit Card,16,212,Premium,Yes
ORD12767,03-03-2025,West,Watches,7251,9923,180,441540,13.9,8,4,Net Banking,24,97,Premium,No
ORD12768,21-02-2025,West,Shoes,6728,7400,197,456055,13.9,5,3.6,Debit Card,9,153,Budget,No
ORD12769,15-05-2025,East,Bags,5134,14505,359,1061922,6.1,2,4.9,UPI,10,250,Premium,Yes
ORD12770,06-02-2025,West,Shoes,7200,7023,270,720900,12.9,8,2.9,Net Banking,25,164,Regular,No
ORD12771,27-03-2025,North,Shoes,5142,13681,258,748716,6.1,1,4.5,Debit Card,18,80,Premium,Yes
ORD12772,30-01-2025,North,Electronics,3150,18482,201,661491,5.1,4,4.3,Credit Card,25,184,Premium,Yes
ORD12773,02-02-2025,West,Bags,8226,12201,346,855658,14.6,8,3.5,COD,24,92,Premium,No
ORD12774,09-02-2025,West,Clothing,8371,19314,181,398924,11.5,8,3.8,Debit Card,27,135,Premium,No
ORD12775,20-02-2025,East,Electronics,5199,13276,250,684250,4.4,2,4.3,UPI,8,156,Premium,Yes
ORD12776,08-01-2025,South,Watches,8452,12364,361,754490,11.6,6,4.3,Credit Card,19,120,Budget,Yes
ORD12777,22-05-2025,East,Clothing,4235,14863,302,820836,5.3,3,5,Debit Card,33,237,Budget,Yes
ORD12778,15-01-2025,North,Watches,3058,18889,259,724941,6.7,4,4.2,COD,17,182,Premium,Yes
ORD12779,04-02-2025,North,Electronics,5683,16151,386,711012,5.2,3,3.9,Net Banking,12,211,Budget,No
ORD12780,12-01-2025,South,Shoes,6948,18403,221,572611,15.4,7,4.5,Credit Card,28,150,Regular,Yes
ORD12781,15-06-2025,South,Shoes,5103,12800,220,517440,13.9,4,4.2,COD,21,217,Budget,Yes
ORD12782,14-03-2025,North,Clothing,4412,17618,410,1028280,3.8,2,4.9,COD,30,155,Budget,Yes
ORD12783,21-03-2025,West,Electronics,7731,18715,239,718673,12.8,6,3.9,UPI,31,144,Regular,No
ORD12784,09-03-2025,North,Clothing,3192,10942,193,384456,7.5,1,4.9,Debit Card,12,135,Budget,Yes
ORD12785,03-01-2025,North,Shoes,3092,11117,330,1135860,2.8,3,4.4,Credit Card,24,159,Premium,Yes
ORD12786,16-02-2025,East,Shoes,2730,16307,371,750162,7.3,3,4.5,Credit Card,32,167,Premium,Yes
ORD12787,04-06-2025,South,Shoes,6882,17256,343,1062957,11.6,8,3,UPI,18,154,Premium,No
ORD12788,27-05-2025,North,Bags,4689,12509,362,1045818,4,2,3.9,COD,31,94,Regular,No
ORD12789,20-02-2025,South,Shoes,8362,14705,186,343542,11.9,4,3.7,Net Banking,33,100,Premium,No
ORD12790,13-01-2025,North,Shoes,4069,17560,180,402480,7.2,1,4.2,UPI,29,158,Regular,Yes
ORD12791,24-02-2025,West,Shoes,5589,7374,326,778162,8.2,4,3.4,Debit Card,34,220,Budget,No
ORD12792,08-03-2025,North,Electronics,3257,8838,413,1010611,6.6,3,5,UPI,29,161,Premium,Yes
ORD12793,16-02-2025,South,Clothing,7639,11709,328,641568,10.1,5,3.7,COD,35,119,Premium,No
ORD12794,23-04-2025,South,Watches,6285,18591,375,1295625,12.3,6,3.2,COD,33,193,Regular,No
ORD12795,25-06-2025,East,Electronics,2683,14069,361,1192383,2.8,4,4.5,COD,14,217,Budget,Yes
ORD12796,26-04-2025,North,Shoes,4439,13341,280,851200,5.7,2,4.2,Net Banking,18,190,Budget,Yes
ORD12797,10-03-2025,North,Electronics,5338,9067,288,648864,6.7,3,4.1,UPI,10,217,Regular,No
ORD12798,11-06-2025,North,Shoes,5856,12999,189,525420,6.7,2,4.4,Net Banking,24,140,Regular,Yes
ORD12799,24-05-2025,South,Shoes,5970,11918,343,782726,13.4,8,3.4,Net Banking,10,152,Regular,No
ORD12800,03-01-2025,North,Watches,3940,10842,337,1141082,7.5,1,4.6,Net Banking,17,241,Premium,Yes
ORD12801,31-01-2025,North,Clothing,2977,8545,329,667541,8.1,2,4.3,COD,35,162,Premium,Yes
ORD12802,16-05-2025,South,Bags,5911,15042,337,1037286,10.7,4,4.2,Debit Card,17,229,Regular,Yes
ORD12803,31-03-2025,North,Electronics,5115,17155,366,978684,5.5,3,4.3,Net Banking,14,237,Regular,Yes
ORD12804,23-04-2025,North,Shoes,3356,10590,211,644183,3.5,2,4.7,Credit Card,5,96,Budget,Yes
ORD12805,07-05-2025,West,Clothing,8964,10311,270,486270,8.5,8,3.1,Debit Card,6,160,Premium,No
ORD12806,23-05-2025,West,Watches,6655,17013,144,334800,14,7,4.2,COD,23,241,Regular,Yes
ORD12807,06-04-2025,West,Electronics,8971,7484,294,868182,11.4,6,2.9,UPI,35,86,Budget,No
ORD12808,14-01-2025,North,Clothing,3175,11341,209,718124,5.6,1,4.7,Credit Card,31,204,Premium,Yes
ORD12809,24-05-2025,North,Watches,5940,10913,214,562606,5.3,2,5,Credit Card,31,163,Budget,Yes
ORD12810,29-06-2025,West,Electronics,5537,12260,398,1258078,12.6,8,3.5,UPI,14,225,Regular,No
ORD12811,04-05-2025,West,Watches,7512,16333,201,468330,17.3,5,4.2,COD,13,230,Regular,Yes
ORD12812,27-02-2025,North,Watches,5996,14619,230,629970,3.4,3,4.5,UPI,29,162,Premium,Yes
ORD12813,21-03-2025,East,Bags,2743,11781,400,884800,3,3,4.5,Net Banking,31,123,Regular,Yes
ORD12814,04-02-2025,South,Watches,8201,11209,357,654738,12.8,8,3.8,Net Banking,26,211,Premium,No
ORD12815,04-02-2025,South,Bags,5880,18381,401,925107,10.4,8,3.2,Debit Card,28,183,Premium,No
ORD12816,10-03-2025,West,Clothing,5668,9233,270,874260,11.9,6,3.9,COD,16,198,Premium,No
ORD12817,21-04-2025,South,Shoes,8259,12336,199,677595,10.8,4,3.8,COD,30,234,Budget,No
ORD12818,23-04-2025,West,Clothing,7406,15276,285,525825,11.4,4,3.3,UPI,18,136,Premium,No
ORD12819,26-05-2025,North,Shoes,2848,14743,181,500284,4.1,2,4.1,Credit Card,10,86,Premium,No
ORD12820,22-06-2025,West,Clothing,8600,17571,182,500136,10.7,4,4,COD,27,84,Regular,No
ORD12821,21-06-2025,West,Bags,8276,13240,314,1061948,13.9,5,4.2,Net Banking,31,130,Regular,Yes
ORD12822,18-05-2025,East,Shoes,4540,7326,348,1205472,5.5,1,4.8,Debit Card,16,84,Premium,Yes
ORD12823,16-05-2025,East,Electronics,2861,12217,216,559224,3.4,1,4.3,COD,8,208,Regular,Yes
ORD12824,28-04-2025,North,Shoes,5477,16955,180,394380,5.3,3,4.2,Debit Card,11,151,Regular,Yes
ORD12825,27-05-2025,North,Watches,4539,16948,369,841320,5.7,4,5,UPI,28,144,Budget,Yes
ORD12826,11-06-2025,East,Electronics,5621,9834,304,646912,4.8,1,5,Net Banking,30,131,Premium,Yes
ORD12827,28-02-2025,West,Electronics,5561,8916,415,1271975,13.6,4,3.4,UPI,6,132,Budget,No
ORD12828,27-06-2025,East,Shoes,4697,14309,281,856769,4.6,1,4.4,Debit Card,25,108,Regular,Yes
ORD12829,03-03-2025,North,Bags,3781,14834,331,957914,3.4,2,4.5,Net Banking,22,226,Budget,Yes
ORD12830,18-06-2025,East,Electronics,4503,18208,332,1048456,4.8,3,4.6,Debit Card,10,189,Budget,Yes
ORD12831,11-04-2025,North,Watches,5255,9417,312,941928,5.1,1,4.1,UPI,29,175,Premium,No
ORD12832,30-03-2025,North,Electronics,3691,10634,183,636657,3.8,2,4.7,UPI,28,223,Regular,Yes
ORD12833,25-02-2025,North,Watches,5367,12812,369,1274526,3.1,2,5,UPI,23,133,Budget,Yes
ORD12834,03-03-2025,West,Watches,8155,13608,170,312290,15.2,4,3.3,UPI,11,186,Regular,No
ORD12835,01-01-2025,West,Bags,6645,7037,331,835113,10.1,4,3.6,COD,24,185,Regular,No
ORD12836,29-06-2025,West,Shoes,6035,9770,364,800800,9.7,5,3.9,Credit Card,30,243,Regular,No
ORD12837,07-02-2025,East,Clothing,2507,17507,238,452200,6.8,4,4.7,Credit Card,33,245,Premium,Yes
ORD12838,04-01-2025,West,Clothing,7055,13695,374,1181840,12.4,5,3.9,COD,6,101,Regular,No
ORD12839,16-04-2025,South,Shoes,5288,14345,416,891904,10.1,5,3.3,Net Banking,34,210,Regular,No
ORD12840,02-04-2025,North,Shoes,5643,13724,350,1194550,6.2,3,4.7,UPI,9,142,Premium,Yes
ORD12841,09-02-2025,South,Electronics,5190,15523,364,1124032,12.4,8,3.4,Debit Card,7,88,Premium,No
ORD12842,07-04-2025,East,Watches,5668,16818,244,681248,4.4,4,5,COD,13,111,Premium,Yes
ORD12843,19-01-2025,East,Watches,4354,17180,272,937856,5.6,2,4.6,Credit Card,28,241,Budget,Yes
ORD12844,07-04-2025,East,Clothing,4526,10877,410,1087320,7.6,2,4.7,COD,32,150,Budget,Yes
ORD12845,10-04-2025,East,Shoes,4790,11805,230,419980,3.7,2,4.9,Net Banking,22,135,Budget,Yes
ORD12846,14-04-2025,South,Shoes,7649,11918,220,485320,7.6,7,3.7,Net Banking,25,118,Premium,No
ORD12847,25-04-2025,East,Watches,4333,10293,205,611720,2.1,1,4.4,UPI,25,122,Premium,Yes
ORD12848,30-05-2025,North,Electronics,3732,18073,394,1115020,5.5,3,4.1,Credit Card,31,201,Premium,No
ORD12849,30-05-2025,South,Shoes,7891,14147,219,417195,13,5,4.5,Debit Card,23,231,Regular,Yes
ORD12850,27-02-2025,South,Shoes,8748,13392,266,535990,7.6,7,4.3,UPI,8,210,Budget,Yes
ORD12851,12-01-2025,East,Shoes,4963,10001,295,545455,3.8,2,4.1,UPI,19,121,Regular,No
